SUPERMERCADO;Unimarc;AVDA PADRE HURTADO 13694;RM;SAN BERNARDO;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Unimarc;AVDA SANTA ROSA 532;RM;SAN JOAQUÍN;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Unimarc;AVDA GRAN AV J.M. CARRERRA 5485;RM;SAN MIGUEL;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;CALLE LOS CORRALES 1512;RM;COLINA;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Lider;Santa Inés 2189, Conchalí;RM;CONCHALÍ;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;Av. Prinicipal 1195;RM;CONCHALÍ;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;Av. Padre Hurtado  15143 / Esquina condell, San Bernardo;RM;Condell;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Unimarc;CALLE ARTURO PRAT 295;RM;TIL TIL;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;CALLE RIQUELME;RM;EL BOSQUE;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Unimarc;AVDA VITACURA 8400;RM;VITACURA;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;Avda Los Libertadores 453 El Monte;RM;El Monte;Carlos Nuñez;KAM Walmart;Carlos Monreal;Supervisor;
SUPERMERCADO;Lider;AVDA LIBER BERNARDO O'HIGGINS;RM;ESTACIÓN CENTRAL;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Unimarc;AVDA STA MARIA 6940;RM;VITACURA;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Unimarc;AV. VITACURA 4607;RM;VITACURA;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;AVDA GRAL VELASQUEZ;RM;ESTACIÓN CENTRAL;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Unimarc;AVDA TRONCAL SAN FRANCISCO 0;RM;PUENTE ALTO;Tomás Mackenna;KAM SMU;;;
